date,To,Ti_DORMITORIODAMAS
2019-10-18 11:00:00,10.2,9.966091402437513
2019-10-18 11:15:00,10.575,10.149297946287511
2019-10-18 11:30:00,10.95,10.319239752469858
2019-10-18 11:45:00,11.325,10.47691703805099
2019-10-18 12:00:00,11.7,10.629381703716124
2019-10-18 12:15:00,11.95,10.770662877574331
2019-10-18 12:30:00,12.2,10.902110152205784
2019-10-18 12:45:00,12.45,11.027557001671408
2019-10-18 13:00:00,12.7,11.148736031125887
2019-10-18 13:15:00,12.825,11.267006969693766
2019-10-18 13:30:00,12.95,11.381911962214417
2019-10-18 13:45:00,13.075,11.492713115610437
2019-10-18 14:00:00,13.2,11.59954940611805
2019-10-18 14:15:00,13.2,11.714204048388996
2019-10-18 14:30:00,13.2,11.796709298754257
2019-10-18 14:45:00,13.2,11.874198968396856
2019-10-18 15:00:00,13.2,11.974862395339562
2019-10-18 15:15:00,12.999999999999998,12.032173664592003
2019-10-18 15:30:00,12.8,12.068417395018713
2019-10-18 15:45:00,12.600000000000001,12.10362209546635
2019-10-18 16:00:00,12.4,12.133637583713071
2019-10-18 16:15:00,12.0,12.16905113654737
2019-10-18 16:30:00,11.600000000000001,12.167112840776738
2019-10-18 16:45:00,11.200000000000001,12.120301343675813
2019-10-18 17:00:00,10.8,12.097928203515787
2019-10-18 17:15:00,10.375000000000002,12.0324838660942
2019-10-18 17:30:00,9.95,11.936364359024612
2019-10-18 17:45:00,9.524999999999999,11.858564409281714
2019-10-18 18:00:00,9.1,11.774795829291712
2019-10-18 18:15:00,8.899999999999999,11.724441488556433
2019-10-18 18:30:00,8.7,11.623817708629169
2019-10-18 18:45:00,8.5,11.546418297765427
2019-10-18 19:00:00,8.3,11.479156004686471
2019-10-18 19:15:00,8.075000000000001,11.401395278242497
2019-10-18 19:30:00,7.8500000000000005,11.318281133393526
2019-10-18 19:45:00,7.625000000000001,11.22508450001801
2019-10-18 20:00:00,7.4,11.133044295172025
2019-10-18 20:15:00,7.200000000000001,11.040664302578024
2019-10-18 20:30:00,7.0,10.946632894120242
2019-10-18 20:45:00,6.799999999999999,10.853471494000988
2019-10-18 21:00:00,6.6,10.761352301014185
2019-10-18 21:15:00,6.3999999999999995,10.671575969550211
2019-10-18 21:30:00,6.199999999999999,10.583788619479348
2019-10-18 21:45:00,6.0,10.49725586779518
2019-10-18 22:00:00,5.8,10.41165393621774
2019-10-18 22:15:00,5.6,10.325305292789478
2019-10-18 22:30:00,5.4,10.238450406458064
2019-10-18 22:45:00,5.2,10.151690751909934
2019-10-18 23:00:00,5.0,10.06340650810379
2019-10-18 23:15:00,4.8,9.979994699188985
2019-10-18 23:30:00,4.6,9.908177889967108
2019-10-18 23:45:00,4.4,9.825927672042587
2019-10-19 00:00:00,4.8,9.051206664729536
2019-10-19 00:15:00,4.125,9.637898199990797
2019-10-19 00:30:00,4.05,9.577295349628223
2019-10-19 00:45:00,3.9749999999999996,9.514874841699113
2019-10-19 01:00:00,3.9,9.437466052782776
2019-10-19 01:15:00,3.8,9.357614431889136
2019-10-19 01:30:00,3.7,9.279011476206687
2019-10-19 01:45:00,3.6,9.197490263073066
2019-10-19 02:00:00,3.5,9.112117952475892
2019-10-19 02:15:00,3.475,9.037471059003073
2019-10-19 02:30:00,3.45,8.956055693269068
2019-10-19 02:45:00,3.425,8.884926661984347
2019-10-19 03:00:00,3.4,8.821437650054897
2019-10-19 03:15:00,3.3499999999999996,8.751261290569863
2019-10-19 03:30:00,3.3,8.676373515786969
2019-10-19 03:45:00,3.2500000000000004,8.602238197579748
2019-10-19 04:00:00,3.2,8.529443718918625
2019-10-19 04:15:00,3.1500000000000004,8.459907365669478
2019-10-19 04:30:00,3.1,8.39111567788875
2019-10-19 04:45:00,3.05,8.316791514790609
2019-10-19 05:00:00,3.0,8.239251708200426
2019-10-19 05:15:00,3.1,8.168796260013666
2019-10-19 05:30:00,3.2,8.0980404437338
2019-10-19 05:45:00,3.3,8.032302466291492
2019-10-19 06:00:00,3.4,7.99026516088829
2019-10-19 06:15:00,3.8249999999999997,7.982558867833139
2019-10-19 06:30:00,4.25,8.005762374374488
2019-10-19 06:45:00,4.675,8.04510165953823
2019-10-19 07:00:00,5.1,8.104466592999602
2019-10-19 07:15:00,5.5,8.160706582566604
2019-10-19 07:30:00,5.9,8.21117034005518
2019-10-19 07:45:00,6.300000000000001,8.273292082636154
2019-10-19 08:00:00,6.7,8.359450124429664
2019-10-19 08:15:00,7.025,8.465779657444582
2019-10-19 08:30:00,7.35,8.58788678140778
2019-10-19 08:45:00,7.675,8.725660109236149
2019-10-19 09:00:00,8.0,8.874903363542927
2019-10-19 09:15:00,8.325,9.030012411823591
2019-10-19 09:30:00,8.65,9.172196522839169
2019-10-19 09:45:00,8.975000000000001,9.316151775005341
2019-10-19 10:00:00,9.3,9.475020907563831
2019-10-19 10:15:00,9.55,9.625643427764302
2019-10-19 10:30:00,9.8,9.767034999821053
2019-10-19 10:45:00,10.05,9.910967287051555
2019-10-19 11:00:00,10.3,10.05574926143864
2019-10-19 11:15:00,10.450000000000001,10.195819712969353
2019-10-19 11:30:00,10.600000000000001,10.330067496902606
